Timestamp,Site,Guard_ID,Shift,Incident_Type,Response_Time_Minutes,Patrol_Completed,Patrols_Done,QR_Scans,QR_Code_Locations_Scanned,Overtime_Hours
2024-01-01 22:30:00,San Diego CA,1000,Night,,0.0,True,2,3,"Parking Lot, Gate A, Gate B",1.1
2024-01-02 02:30:00,San Diego CA,1000,Night,False Alarm,18.6,True,2,3,"Warehouse, Parking Lot, Gate A",0.3
2024-01-02 06:30:00,Tucson AZ,1000,Morning,,0.0,True,1,2,"Warehouse, Parking Lot",0.1
2024-01-03 06:30:00,San Diego CA,1000,Morning,,0.0,True,5,3,"Gate B, Warehouse, Gate A",0.0
2024-01-03 08:06:00,San Diego CA,1000,Morning,,0.0,True,5,1,Gate A,0.0
2024-01-03 09:42:00,San Diego CA,1000,Morning,Unauthorized Access,11.9,True,5,5,"Gate A, Parking Lot, Warehouse, Main Entrance, Gate B",0.2
2024-01-03 11:18:00,San Diego CA,1000,Morning,,0.0,True,5,1,Gate A,0.2
2024-01-03 12:54:00,San Diego CA,1000,Morning,,0.0,True,5,5,"Warehouse, Parking Lot, Main Entrance, Gate B, Gate A",0.6
2024-01-05 22:30:00,Oakland CA,1000,Night,Vandalism,8.4,True,2,4,"Parking Lot, Warehouse, Main Entrance, Gate B",0.4
2024-01-06 02:30:00,Oakland CA,1000,Night,,0.0,True,2,4,"Gate A, Main Entrance, Parking Lot, Gate B",0.1
2024-01-06 14:30:00,Fresno CA,1000,Afternoon,,0.0,True,5,5,"Gate A, Gate B, Warehouse, Main Entrance, Parking Lot",0.1
2024-01-06 16:06:00,Fresno CA,1000,Afternoon,,0.0,True,5,5,"Gate A, Gate B, Warehouse, Main Entrance, Parking Lot",1.4
2024-01-06 17:42:00,Fresno CA,1000,Afternoon,,0.0,True,5,5,"Gate A, Gate B, Main Entrance, Warehouse, Parking Lot",0.8
2024-01-06 19:18:00,Fresno CA,1000,Afternoon,,0.0,True,5,3,"Gate B, Parking Lot, Gate A",0.1
2024-01-06 20:54:00,Fresno CA,1000,Afternoon,Vandalism,7.5,True,5,5,"Gate A, Main Entrance, Warehouse, Gate B, Parking Lot",0.3
2024-01-08 06:30:00,Los Angeles CA,1000,Morning,,0.0,True,3,5,"Gate A, Gate B, Parking Lot, Warehouse, Main Entrance",0.2
2024-01-08 09:10:00,Los Angeles CA,1000,Morning,,0.0,True,3,2,"Warehouse, Gate B",0.8
2024-01-08 11:50:00,Los Angeles CA,1000,Morning,,0.0,True,3,1,Gate B,0.4
2024-01-09 06:30:00,Los Angeles CA,1000,Morning,Unauthorized Access,13.9,True,5,3,"Parking Lot, Warehouse, Gate B",0.3
2024-01-09 08:06:00,Los Angeles CA,1000,Morning,Unauthorized Access,9.1,True,5,5,"Warehouse, Gate B, Main Entrance, Parking Lot, Gate A",0.2
2024-01-09 09:42:00,Los Angeles CA,1000,Morning,,0.0,True,5,1,Warehouse,0.2
2024-01-09 11:18:00,Los Angeles CA,1000,Morning,,0.0,True,5,3,"Gate B, Warehouse, Gate A",0.3
2024-01-09 12:54:00,Los Angeles CA,1000,Morning,,0.0,True,5,5,"Gate A, Main Entrance, Warehouse, Gate B, Parking Lot",0.2
2024-01-10 06:30:00,Fresno CA,1000,Morning,,0.0,True,2,2,"Parking Lot, Main Entrance",0.1
2024-01-10 10:30:00,Fresno CA,1000,Morning,Vandalism,10.7,True,2,4,"Warehouse, Gate B, Main Entrance, Gate A",0.7
2024-01-11 22:30:00,Fresno CA,1000,Night,,0.0,True,2,2,"Gate B, Main Entrance",0.1
2024-01-12 02:30:00,Fresno CA,1000,Night,,0.0,True,2,2,"Warehouse, Gate A",0.0
2024-01-13 06:30:00,San Diego CA,1000,Morning,,0.0,True,2,4,"Parking Lot, Gate B, Gate A, Warehouse",0.5
2024-01-13 10:30:00,San Diego CA,1000,Morning,Vandalism,11.7,True,2,4,"Main Entrance, Gate A, Warehouse, Parking Lot",0.7
2024-01-15 22:30:00,Tucson AZ,1000,Night,False Alarm,11.9,True,5,1,Gate A,0.1
2024-01-16 00:06:00,Tucson AZ,1000,Night,,0.0,True,5,1,Gate B,0.7
2024-01-16 01:42:00,Tucson AZ,1000,Night,,0.0,True,5,1,Warehouse,0.6
2024-01-16 03:18:00,Tucson AZ,1000,Night,Unauthorized Access,18.8,True,5,5,"Gate A, Parking Lot, Main Entrance, Gate B, Warehouse",0.1
2024-01-16 04:54:00,Tucson AZ,1000,Night,,0.0,True,5,4,"Parking Lot, Main Entrance, Gate A, Gate B",1.2
2024-01-16 22:30:00,San Diego CA,1000,Night,Theft,14.1,True,4,5,"Warehouse, Gate A, Main Entrance, Parking Lot, Gate B",1.4
2024-01-17 00:30:00,San Diego CA,1000,Night,,0.0,True,4,1,Parking Lot,0.6
2024-01-17 02:30:00,San Diego CA,1000,Night,,0.0,True,4,4,"Gate B, Gate A, Main Entrance, Warehouse",0.1
2024-01-17 04:30:00,San Diego CA,1000,Night,,0.0,True,4,4,"Gate B, Warehouse, Main Entrance, Parking Lot",0.3
2024-01-18 22:30:00,Los Angeles CA,1000,Night,,0.0,True,4,1,Main Entrance,0.0
2024-01-19 00:30:00,Los Angeles CA,1000,Night,Theft,16.0,True,4,2,"Gate A, Warehouse",0.2
2024-01-19 02:30:00,Los Angeles CA,1000,Night,,0.0,True,4,5,"Warehouse, Gate A, Gate B, Main Entrance, Parking Lot",0.7
2024-01-19 04:30:00,Los Angeles CA,1000,Night,,0.0,True,4,2,"Main Entrance, Warehouse",0.2
2024-01-20 06:30:00,Oakland CA,1000,Morning,,0.0,True,2,2,"Warehouse, Parking Lot",0.2
2024-01-20 10:30:00,Oakland CA,1000,Morning,,0.0,True,2,1,Warehouse,0.5
2024-01-21 22:30:00,Fresno CA,1000,Night,,0.0,True,3,1,Gate A,1.0
2024-01-22 01:10:00,Fresno CA,1000,Night,,0.0,True,3,2,"Gate B, Warehouse",0.0
2024-01-22 03:50:00,Fresno CA,1000,Night,False Alarm,6.6,True,3,4,"Gate A, Parking Lot, Warehouse, Gate B",0.6
2024-01-22 14:30:00,San Diego CA,1000,Afternoon,Vandalism,10.2,True,2,2,"Main Entrance, Warehouse",0.1
2024-01-22 18:30:00,San Diego CA,1000,Afternoon,,0.0,True,2,4,"Main Entrance, Parking Lot, Warehouse, Gate B",0.5
2024-01-24 06:30:00,Los Angeles CA,1000,Morning,,0.0,True,2,5,"Main Entrance, Parking Lot, Warehouse, Gate A, Gate B",0.2
2024-01-24 10:30:00,Los Angeles CA,1000,Morning,Unauthorized Access,11.8,True,2,4,"Parking Lot, Gate B, Warehouse, Gate A",0.0
2024-01-25 06:30:00,Los Angeles CA,1000,Morning,Theft,10.3,True,3,3,"Parking Lot, Main Entrance, Gate A",0.3
2024-01-25 09:10:00,Los Angeles CA,1000,Morning,,0.0,True,3,1,Warehouse,0.3
2024-01-25 11:50:00,Los Angeles CA,1000,Morning,,0.0,True,3,2,"Warehouse, Main Entrance",0.2
2024-01-27 06:30:00,Los Angeles CA,1000,Morning,,0.0,True,5,4,"Gate B, Parking Lot, Gate A, Warehouse",0.1
2024-01-27 08:06:00,Los Angeles CA,1000,Morning,,0.0,True,5,1,Gate B,0.2
2024-01-27 09:42:00,Los Angeles CA,1000,Morning,,0.0,True,5,1,Main Entrance,0.6
2024-01-27 11:18:00,Los Angeles CA,1000,Morning,,0.0,True,5,1,Parking Lot,0.8
2024-01-27 12:54:00,Los Angeles CA,1000,Morning,Disturbance,24.2,True,5,2,"Gate A, Gate B",0.1
2024-01-28 06:30:00,San Diego CA,1000,Morning,Theft,16.2,True,2,1,Parking Lot,0.2
2024-01-28 10:30:00,San Diego CA,1000,Morning,,0.0,True,2,4,"Gate B, Parking Lot, Main Entrance, Gate A",0.1
2024-01-29 06:30:00,Oakland CA,1000,Morning,,0.0,True,3,3,"Main Entrance, Gate A, Gate B",0.1
2024-01-29 09:10:00,Oakland CA,1000,Morning,Theft,12.5,True,3,1,Parking Lot,0.4
2024-01-29 11:50:00,Oakland CA,1000,Morning,,0.0,True,3,5,"Gate B, Gate A, Parking Lot, Warehouse, Main Entrance",1.4
2024-01-30 22:30:00,Oakland CA,1000,Night,,0.0,True,3,5,"Warehouse, Gate B, Main Entrance, Gate A, Parking Lot",0.1
2024-01-31 01:10:00,Oakland CA,1000,Night,,0.0,True,3,5,"Main Entrance, Gate B, Warehouse, Gate A, Parking Lot",0.5
2024-01-31 03:50:00,Oakland CA,1000,Night,,0.0,True,3,2,"Main Entrance, Gate B",0.8
2024-01-31 22:30:00,Oakland CA,1000,Night,,0.0,True,5,4,"Main Entrance, Warehouse, Parking Lot, Gate B",0.4
2024-02-01 00:06:00,Oakland CA,1000,Night,,0.0,True,5,2,"Gate A, Warehouse",0.1
2024-02-01 01:42:00,Oakland CA,1000,Night,,0.0,True,5,2,"Warehouse, Gate A",0.2
2024-02-01 03:18:00,Oakland CA,1000,Night,Trespassing,4.3,True,5,5,"Warehouse, Gate A, Main Entrance, Gate B, Parking Lot",0.0
2024-02-01 04:54:00,Oakland CA,1000,Night,,0.0,True,5,1,Gate B,0.2
2024-02-03 06:30:00,Oakland CA,1000,Morning,,0.0,True,1,3,"Gate B, Parking Lot, Warehouse",0.7
2024-02-04 22:30:00,Tucson AZ,1000,Night,,0.0,True,2,5,"Parking Lot, Gate A, Warehouse, Gate B, Main Entrance",0.0
2024-02-05 02:30:00,Tucson AZ,1000,Night,Theft,15.6,True,2,3,"Gate A, Warehouse, Gate B",0.8
2024-02-05 06:30:00,Fresno CA,1000,Morning,False Alarm,7.2,True,5,3,"Gate B, Gate A, Parking Lot",0.3
2024-02-05 08:06:00,Fresno CA,1000,Morning,,0.0,True,5,5,"Gate A, Gate B, Parking Lot, Main Entrance, Warehouse",0.6
2024-02-05 09:42:00,Fresno CA,1000,Morning,,0.0,True,5,1,Warehouse,0.2
2024-02-05 11:18:00,Fresno CA,1000,Morning,Unauthorized Access,10.3,True,5,4,"Gate A, Parking Lot, Warehouse, Main Entrance",0.4
2024-02-05 12:54:00,Fresno CA,1000,Morning,,0.0,True,5,2,"Gate B, Warehouse",1.5
2024-02-06 22:30:00,Fresno CA,1000,Night,,0.0,True,2,3,"Parking Lot, Main Entrance, Gate A",0.0
2024-02-07 02:30:00,Fresno CA,1000,Night,,0.0,True,2,4,"Gate B, Parking Lot, Warehouse, Gate A",0.4
2024-02-07 22:30:00,Los Angeles CA,1000,Night,,0.0,True,5,4,"Gate A, Parking Lot, Main Entrance, Gate B",0.2
2024-02-08 00:06:00,Los Angeles CA,1000,Night,,0.0,True,5,1,Main Entrance,0.4
2024-02-08 01:42:00,Los Angeles CA,1000,Night,Trespassing,6.4,True,5,2,"Warehouse, Gate B",0.0
2024-02-08 03:18:00,Los Angeles CA,1000,Night,Disturbance,16.7,True,5,3,"Warehouse, Gate A, Main Entrance",0.4
2024-02-08 04:54:00,Los Angeles CA,1000,Night,False Alarm,9.2,True,5,3,"Main Entrance, Warehouse, Gate B",0.3
2024-02-10 22:30:00,Los Angeles CA,1000,Night,,0.0,True,1,4,"Gate A, Warehouse, Gate B, Main Entrance",0.2
2024-02-11 22:30:00,Fresno CA,1000,Night,,0.0,True,5,2,"Main Entrance, Warehouse",0.2
2024-02-12 00:06:00,Fresno CA,1000,Night,,0.0,True,5,5,"Warehouse, Parking Lot, Gate A, Gate B, Main Entrance",0.2
2024-02-12 01:42:00,Fresno CA,1000,Night,,0.0,True,5,1,Parking Lot,0.9
2024-02-12 03:18:00,Fresno CA,1000,Night,,0.0,True,5,1,Gate B,1.7
2024-02-12 04:54:00,Fresno CA,1000,Night,,0.0,True,5,5,"Gate A, Gate B, Parking Lot, Main Entrance, Warehouse",0.3
2024-02-12 14:30:00,Los Angeles CA,1000,Afternoon,,0.0,True,5,1,Gate B,0.2
2024-02-12 16:06:00,Los Angeles CA,1000,Afternoon,,0.0,True,5,4,"Gate A, Warehouse, Gate B, Main Entrance",0.9
2024-02-12 17:42:00,Los Angeles CA,1000,Afternoon,,0.0,True,5,4,"Gate A, Parking Lot, Main Entrance, Warehouse",0.3
2024-02-12 19:18:00,Los Angeles CA,1000,Afternoon,,0.0,True,5,4,"Main Entrance, Gate B, Parking Lot, Warehouse",0.4
2024-02-12 20:54:00,Los Angeles CA,1000,Afternoon,Trespassing,15.8,True,5,5,"Main Entrance, Gate B, Warehouse, Parking Lot, Gate A",0.4
2024-02-14 06:30:00,San Diego CA,1000,Morning,Vandalism,7.8,True,4,4,"Gate B, Parking Lot, Main Entrance, Gate A",0.8
2024-02-14 08:30:00,San Diego CA,1000,Morning,,0.0,True,4,4,"Gate A, Warehouse, Gate B, Main Entrance",0.8
2024-02-14 10:30:00,San Diego CA,1000,Morning,,0.0,True,4,2,"Gate A, Main Entrance",0.1
2024-02-14 12:30:00,San Diego CA,1000,Morning,,0.0,True,4,2,"Gate A, Gate B",0.6
2024-02-15 14:30:00,Tucson AZ,1000,Afternoon,,0.0,True,3,3,"Main Entrance, Parking Lot, Warehouse",0.8
2024-02-15 17:10:00,Tucson AZ,1000,Afternoon,,0.0,True,3,3,"Gate B, Gate A, Main Entrance",0.2
2024-02-15 19:50:00,Tucson AZ,1000,Afternoon,,0.0,True,3,4,"Warehouse, Parking Lot, Gate A, Main Entrance",0.1
2024-02-16 22:30:00,San Diego CA,1000,Night,,0.0,True,4,5,"Gate B, Main Entrance, Parking Lot, Warehouse, Gate A",0.0
2024-02-17 00:30:00,San Diego CA,1000,Night,,0.0,True,4,5,"Gate B, Gate A, Warehouse, Main Entrance, Parking Lot",0.3
2024-02-17 02:30:00,San Diego CA,1000,Night,,0.0,True,4,3,"Gate A, Gate B, Main Entrance",0.2
2024-02-17 04:30:00,San Diego CA,1000,Night,,0.0,True,4,4,"Warehouse, Gate A, Parking Lot, Gate B",0.4
2024-02-17 14:30:00,San Diego CA,1000,Afternoon,,0.0,True,5,4,"Gate B, Main Entrance, Warehouse, Gate A",0.1
2024-02-17 16:06:00,San Diego CA,1000,Afternoon,Unauthorized Access,9.9,True,5,2,"Main Entrance, Gate B",0.1
2024-02-17 17:42:00,San Diego CA,1000,Afternoon,,0.0,True,5,2,"Warehouse, Gate B",0.3
2024-02-17 19:18:00,San Diego CA,1000,Afternoon,,0.0,True,5,5,"Gate A, Warehouse, Gate B, Parking Lot, Main Entrance",0.3
2024-02-17 20:54:00,San Diego CA,1000,Afternoon,,0.0,True,5,5,"Gate A, Main Entrance, Warehouse, Gate B, Parking Lot",0.1
2024-02-19 06:30:00,Fresno CA,1000,Morning,,0.0,True,3,5,"Main Entrance, Warehouse, Gate A, Parking Lot, Gate B",0.2
2024-02-19 09:10:00,Fresno CA,1000,Morning,,0.0,True,3,2,"Parking Lot, Gate B",0.1
2024-02-19 11:50:00,Fresno CA,1000,Morning,,0.0,True,3,4,"Warehouse, Main Entrance, Parking Lot, Gate B",0.6
2024-02-20 06:30:00,Oakland CA,1000,Morning,,0.0,True,1,1,Gate A,0.7
2024-02-21 22:30:00,Tucson AZ,1000,Night,,0.0,True,5,1,Main Entrance,0.3
2024-02-22 00:06:00,Tucson AZ,1000,Night,,0.0,True,5,5,"Parking Lot, Gate A, Warehouse, Gate B, Main Entrance",0.6
2024-02-22 01:42:00,Tucson AZ,1000,Night,,0.0,True,5,4,"Gate B, Parking Lot, Main Entrance, Warehouse",0.7
2024-02-22 03:18:00,Tucson AZ,1000,Night,False Alarm,15.1,True,5,1,Warehouse,0.1
2024-02-22 04:54:00,Tucson AZ,1000,Night,,0.0,True,5,4,"Main Entrance, Parking Lot, Gate A, Gate B",1.7
2024-02-22 14:30:00,Los Angeles CA,1000,Afternoon,,0.0,True,5,3,"Warehouse, Main Entrance, Parking Lot",0.9
2024-02-22 16:06:00,Los Angeles CA,1000,Afternoon,,0.0,True,5,4,"Gate A, Parking Lot, Main Entrance, Warehouse",0.1
2024-02-22 17:42:00,Los Angeles CA,1000,Afternoon,,0.0,True,5,5,"Parking Lot, Warehouse, Gate B, Gate A, Main Entrance",0.1
2024-02-22 19:18:00,Los Angeles CA,1000,Afternoon,,0.0,True,5,4,"Gate B, Main Entrance, Gate A, Parking Lot",0.1
2024-02-22 20:54:00,Los Angeles CA,1000,Afternoon,Unauthorized Access,14.0,True,5,4,"Gate B, Main Entrance, Parking Lot, Gate A",0.3
2024-02-23 14:30:00,Fresno CA,1000,Afternoon,Vandalism,9.0,True,2,5,"Gate A, Main Entrance, Warehouse, Gate B, Parking Lot",0.8
2024-02-23 18:30:00,Fresno CA,1000,Afternoon,,0.0,True,2,2,"Gate A, Parking Lot",0.7
2024-02-27 14:30:00,Tucson AZ,1000,Afternoon,Disturbance,20.0,True,4,2,"Gate A, Parking Lot",0.0
2024-02-27 16:30:00,Tucson AZ,1000,Afternoon,,0.0,True,4,1,Gate B,0.2
2024-02-27 18:30:00,Tucson AZ,1000,Afternoon,,0.0,True,4,3,"Gate B, Parking Lot, Warehouse",0.5
2024-02-27 20:30:00,Tucson AZ,1000,Afternoon,,0.0,True,4,3,"Gate B, Parking Lot, Warehouse",0.0
2024-02-29 06:30:00,Fresno CA,1000,Morning,,0.0,True,3,3,"Gate A, Gate B, Warehouse",0.0
2024-02-29 09:10:00,Fresno CA,1000,Morning,Disturbance,16.5,True,3,1,Gate A,1.0
2024-02-29 11:50:00,Fresno CA,1000,Morning,,0.0,True,3,5,"Gate A, Parking Lot, Main Entrance, Gate B, Warehouse",0.6
2024-03-01 06:30:00,Los Angeles CA,1000,Morning,Trespassing,16.5,True,1,2,"Main Entrance, Gate A",0.8
2024-03-02 14:30:00,Fresno CA,1000,Afternoon,,0.0,True,1,4,"Gate A, Gate B, Warehouse, Main Entrance",0.2
2024-03-03 06:30:00,Fresno CA,1000,Morning,,0.0,True,3,4,"Gate B, Parking Lot, Main Entrance, Gate A",0.0
2024-03-03 09:10:00,Fresno CA,1000,Morning,,0.0,True,3,5,"Parking Lot, Gate A, Main Entrance, Gate B, Warehouse",1.3
2024-03-03 11:50:00,Fresno CA,1000,Morning,,0.0,True,3,5,"Parking Lot, Gate A, Main Entrance, Gate B, Warehouse",0.2
2024-03-06 06:30:00,Los Angeles CA,1000,Morning,Theft,6.4,True,5,5,"Parking Lot, Gate B, Gate A, Main Entrance, Warehouse",0.1
2024-03-06 08:06:00,Los Angeles CA,1000,Morning,,0.0,True,5,1,Warehouse,0.3
2024-03-06 09:42:00,Los Angeles CA,1000,Morning,Theft,8.4,True,5,2,"Warehouse, Parking Lot",0.2
2024-03-06 11:18:00,Los Angeles CA,1000,Morning,,0.0,True,5,1,Warehouse,0.1
2024-03-06 12:54:00,Los Angeles CA,1000,Morning,,0.0,True,5,3,"Main Entrance, Parking Lot, Gate B",2.4
2024-03-07 14:30:00,Oakland CA,1000,Afternoon,,0.0,True,4,3,"Gate B, Parking Lot, Warehouse",0.1
2024-03-07 16:30:00,Oakland CA,1000,Afternoon,,0.0,True,4,3,"Main Entrance, Gate A, Warehouse",0.4
2024-03-07 18:30:00,Oakland CA,1000,Afternoon,,0.0,True,4,5,"Warehouse, Gate B, Gate A, Main Entrance, Parking Lot",1.3
2024-03-07 20:30:00,Oakland CA,1000,Afternoon,,0.0,True,4,4,"Parking Lot, Warehouse, Gate B, Gate A",0.1
2024-03-08 06:30:00,Oakland CA,1000,Morning,,0.0,True,4,5,"Warehouse, Parking Lot, Main Entrance, Gate A, Gate B",1.8
2024-03-08 08:30:00,Oakland CA,1000,Morning,Theft,15.5,True,4,5,"Warehouse, Main Entrance, Gate B, Parking Lot, Gate A",1.5
2024-03-08 10:30:00,Oakland CA,1000,Morning,Vandalism,10.8,True,4,3,"Main Entrance, Gate B, Parking Lot",0.5
2024-03-08 12:30:00,Oakland CA,1000,Morning,,0.0,True,4,2,"Warehouse, Parking Lot",0.7
2024-03-09 14:30:00,Los Angeles CA,1000,Afternoon,Trespassing,13.7,True,3,1,Warehouse,2.1
2024-03-09 17:10:00,Los Angeles CA,1000,Afternoon,,0.0,True,3,5,"Warehouse, Gate B, Parking Lot, Gate A, Main Entrance",0.1
2024-03-09 19:50:00,Los Angeles CA,1000,Afternoon,,0.0,True,3,2,"Parking Lot, Gate B",0.7
2024-03-10 14:30:00,Tucson AZ,1000,Afternoon,,0.0,True,5,5,"Gate A, Main Entrance, Warehouse, Gate B, Parking Lot",0.2
2024-03-10 16:06:00,Tucson AZ,1000,Afternoon,,0.0,True,5,2,"Gate B, Gate A",0.1
2024-03-10 17:42:00,Tucson AZ,1000,Afternoon,,0.0,True,5,4,"Gate A, Warehouse, Gate B, Parking Lot",0.3
2024-03-10 19:18:00,Tucson AZ,1000,Afternoon,Vandalism,11.1,True,5,5,"Warehouse, Main Entrance, Gate A, Parking Lot, Gate B",0.4
2024-03-10 20:54:00,Tucson AZ,1000,Afternoon,Disturbance,19.2,True,5,1,Main Entrance,2.7
2024-03-13 22:30:00,San Diego CA,1000,Night,,0.0,True,2,4,"Gate A, Parking Lot, Gate B, Main Entrance",0.3
2024-03-14 02:30:00,San Diego CA,1000,Night,Theft,4.3,True,2,4,"Warehouse, Parking Lot, Gate B, Main Entrance",0.2
2024-03-14 14:30:00,Fresno CA,1000,Afternoon,,0.0,True,1,3,"Main Entrance, Gate A, Gate B",0.6
2024-03-15 06:30:00,San Diego CA,1000,Morning,,0.0,True,4,1,Warehouse,1.4
2024-03-15 08:30:00,San Diego CA,1000,Morning,,0.0,True,4,1,Gate A,0.4
2024-03-15 10:30:00,San Diego CA,1000,Morning,,0.0,True,4,1,Gate B,0.7
2024-03-15 12:30:00,San Diego CA,1000,Morning,Trespassing,18.6,True,4,4,"Gate B, Parking Lot, Gate A, Warehouse",0.0
2024-03-16 22:30:00,San Diego CA,1000,Night,,0.0,True,5,1,Warehouse,0.1
2024-03-17 00:06:00,San Diego CA,1000,Night,,0.0,True,5,1,Gate A,0.3
2024-03-17 01:42:00,San Diego CA,1000,Night,Trespassing,10.3,True,5,1,Warehouse,0.2
